,imdb_score,duration,genres,plot_keywords,language,country,movie_title,gross,content_rating,budget,title_year,aspect_ratio,trt_movie_title,trt_genre,trt_lucro,trt_content_rating,trt_imdb_score,trt_imdb_class_score
840,7.3,188.0,Action|Adventure|Drama|Romance|Sci-Fi,1970s|clark kent|planet|superhero|year 1978,English,USA,Superman ,134218018.0,PG,55000000.0,1978.0,2.35,superman,Action,144.03276,PG,7,>5 & <=7
841,5.6,95.0,Comedy|Romance|Sci-Fi,face slap|formula|overweight|professor|teacher,English,USA,The Nutty Professor ,128769345.0,PG-13,54000000.0,1996.0,1.85,the nutty professor,Comedy,138.46175,PG-13,5,>4 & <=5
842,6.6,118.0,Comedy|Romance,advice|friendship|gossip|newspaper|quitting a job,English,USA,Hitch ,177575142.0,PG-13,70000000.0,2005.0,2.35,hitch,Comedy,153.67877428571427,PG-13,6,>5 & <=7
843,5.4,92.0,Action|Adventure|Comedy|Family|Romance,animal companion|heiress|hero|jungle|male objectification,English,USA,George of the Jungle ,105263257.0,PG,55000000.0,1997.0,1.85,george of the jungle,Action,91.38774,PG,5,>4 & <=5
844,6.3,74.0,Comedy|Romance,bachelor party|blow job|breasts|friend|wedding,English,USA,American Wedding ,104354205.0,R,55000000.0,2003.0,2.35,american wedding,Comedy,89.73491818181817,R,6,>5 & <=7
845,7.9,134.0,Biography|Drama|Thriller,hijacking|hostage|leader|ship|somalia,English,USA,Captain Phillips ,107100855.0,PG-13,55000000.0,2013.0,2.35,captain phillips,Biography,94.72882727272727,PG-13,7,>5 & <=7
846,6.3,101.0,Comedy|Crime|Romance|Thriller,city|new york city|night|reservation|restaurant,English,USA,Date Night ,98711404.0,PG-13,55000000.0,2010.0,2.35,date night,Comedy,79.47528,PG-13,6,>5 & <=7
847,6.0,100.0,Comedy|Family|Fantasy,casper|friendly ghost|ghost|maine|mansion,English,USA,Casper ,100328194.0,PG,50000000.0,1995.0,1.85,casper,Comedy,100.656388,PG,6,>5 & <=7
848,7.2,132.0,Action|Crime|Thriller,assassin|ex soldier|gangster|hanged man|mysterious past,English,USA,The Equalizer ,101530738.0,R,55000000.0,2014.0,2.35,the equalizer,Action,84.60134181818182,R,7,>5 & <=7
849,5.1,105.0,Comedy|Drama|Romance,hotel|maid|new york city|place name in title|the bronx,English,USA,Maid in Manhattan ,93815117.0,PG-13,55000000.0,2002.0,2.35,maid in manhattan,Comedy,70.57293999999999,PG-13,5,>4 & <=5
850,7.3,123.0,Action|Drama|Thriller|War,alabama|mutiny|order|radio|submarine,English,USA,Crimson Tide ,91400000.0,R,53000000.0,1995.0,2.35,crimson tide,Action,72.45283018867924,R,7,>5 & <=7
851,8.0,117.0,Biography|Drama,bus|intern|internship|salesman|stockbroker,English,USA,The Pursuit of Happyness ,162586036.0,PG-13,55000000.0,2006.0,2.35,the pursuit of happyness,Biography,195.61097454545455,PG-13,8,>7 & <=10
852,6.2,98.0,Drama|Mystery|Thriller,captain|flight|flight attendant|plane|search,English,USA,Flightplan ,89706988.0,PG-13,55000000.0,2005.0,2.35,flightplan,Drama,63.10361454545455,PG-13,6,>5 & <=7
853,6.0,128.0,Drama|Thriller,computer|marriage|non statutory female on male rape|promotion|sexual harassment,English,USA,Disclosure ,83000000.0,R,55000000.0,1994.0,2.35,disclosure,Drama,50.90909090909091,R,6,>5 & <=7
854,6.7,114.0,Drama|Fantasy|Romance,angel|doctor|fall|heart surgeon|hospital,English,Germany,City of Angels ,78745923.0,PG-13,55000000.0,1998.0,2.35,city of angels,Drama,43.17440545454546,PG-13,6,>5 & <=7
855,8.1,111.0,Action,bride|coma|japan|revenge|sword,English,USA,Kill Bill: Vol. 1 ,70098138.0,R,30000000.0,2003.0,2.35,kill bill: vol. 1,Action,133.66046,R,8,>7 & <=10
856,6.4,85.0,Comedy,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,English,USA,Bowfinger ,66365290.0,PG-13,55000000.0,1999.0,1.37,bowfinger,Comedy,20.664163636363636,PG-13,6,>5 & <=7
858,8.0,137.0,Action|Crime|Drama|Thriller,assassin|assassination|bride|death|vengeance,English,USA,Kill Bill: Vol. 2 ,66207920.0,R,30000000.0,2004.0,2.35,kill bill: vol. 2,Action,120.69306666666665,R,8,>7 & <=10
859,6.3,97.0,Action|Comedy|Crime|Thriller,1980s|80s action|escape|plea bargain|prison,English,USA,Tango & Cash ,63408614.0,R,55000000.0,1989.0,2.35,tango & cash,Action,15.28838909090909,R,6,>5 & <=7
860,6.4,104.0,Comedy|Fantasy|Horror,plastic surgeon|rejuvenation|revenge|rival|rivalry,English,USA,Death Becomes Her ,58422650.0,PG-13,55000000.0,1992.0,1.85,death becomes her,Comedy,6.223,PG-13,6,>5 & <=7
861,6.6,110.0,Action|Adventure|Comedy|Western,19th century|chinese|princess|rescue|travel,English,USA,Shanghai Noon ,56932305.0,PG-13,55000000.0,2000.0,2.35,shanghai noon,Action,3.5132818181818184,PG-13,6,>5 & <=7
862,6.4,133.0,Action|Adventure|Thriller,bomb|hostage|military|plane|terrorist,English,USA,Executive Decision ,68750000.0,R,55000000.0,1996.0,2.35,executive decision,Action,25.0,R,6,>5 & <=7
863,6.0,94.0,Comedy|Family|Fantasy,father|penguin|snowglobe|son|winter,English,USA,Mr. Popper's Penguins ,68218041.0,PG,55000000.0,2011.0,1.85,mr. popper's penguins,Comedy,24.032801818181817,PG,6,>5 & <=7
864,6.6,104.0,Action|Adventure|Fantasy,monkey king|staff|teenager|urination|warrior,English,USA,The Forbidden Kingdom ,25040293.0,PG-13,55000000.0,2008.0,2.35,the forbidden kingdom,Action,-54.47219454545454,PG-13,6,>5 & <=7
865,5.9,91.0,Adventure|Animation|Comedy|Family,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,English,USA,Free Birds ,55747724.0,PG,55000000.0,2013.0,1.85,free birds,Adventure,1.3594981818181817,PG,5,>4 & <=5
866,6.4,145.0,Action|Horror|Sci-Fi,alien|crash|planet|prison|survivor,English,USA,Alien 3 ,55473600.0,R,50000000.0,1992.0,2.35,alien 3,Action,10.9472,R,6,>5 & <=7
867,6.3,135.0,Biography|Drama|History|Musical,actress|argentina|military|politics|singer,English,USA,Evita ,49994804.0,PG,55000000.0,1996.0,2.35,evita,Biography,-9.100356363636363,PG,6,>5 & <=7
868,7.3,122.0,Action|Adventure|Crime|Thriller,case|ex kgb|ronin|russian|suitcase,English,UK,Ronin ,41609593.0,R,55000000.0,1998.0,2.35,ronin,Action,-24.346194545454544,R,7,>5 & <=7
869,6.8,110.0,Adventure|Drama|Horror|Thriller,bridge|engineer|hunter|lion|railway,English,USA,The Ghost and the Darkness ,38553833.0,R,55000000.0,1996.0,2.35,the ghost and the darkness,Adventure,-29.902121818181822,R,6,>5 & <=7
870,7.2,95.0,Animation|Comedy|Family|Fantasy,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,English,UK,Paddington ,76137505.0,PG,55000000.0,2014.0,2.35,paddington,Animation,38.43182727272727,PG,7,>5 & <=7
871,5.7,102.0,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,English,USA,The Watch ,34350553.0,R,68000000.0,2012.0,2.35,the watch,Action,-49.48448088235294,R,5,>4 & <=5
872,6.0,94.0,Action|Crime|Drama|Thriller,capture|combat|fbi|hunter|special forces,English,USA,The Hunted ,34238611.0,R,55000000.0,2003.0,1.85,the hunted,Action,-37.74798,R,6,>5 & <=7
873,6.5,126.0,Drama|Thriller,africa|anthropologist|murder|poacher|psychiatrist,English,USA,Instinct ,34098563.0,R,55000000.0,1999.0,2.35,instinct,Drama,-38.00261272727273,R,6,>5 & <=7
874,5.8,118.0,Comedy,actor|conjoined twins|cook|internet|short order cook,English,USA,Stuck on You ,33828318.0,PG-13,55000000.0,2003.0,2.35,stuck on you,Comedy,-38.493967272727275,PG-13,5,>4 & <=5
875,5.8,99.0,Comedy|Sport,flint michigan|merger|michigan|nba|team,English,USA,Semi-Pro ,33472850.0,R,55000000.0,2008.0,2.35,semi-pro,Comedy,-39.14027272727273,R,5,>4 & <=5
876,6.7,88.0,Adventure|Animation|Comedy|Family,charles darwin|cutlass|pirate|queen victoria|scientist,English,UK,The Pirates! Band of Misfits ,31051126.0,PG,55000000.0,2012.0,2.35,the pirates! band of misfits,Adventure,-43.54340727272727,PG,6,>5 & <=7
877,7.8,141.0,Crime|Drama|Mystery|Thriller,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,English,USA,Changeling ,35707327.0,R,55000000.0,2008.0,2.35,changeling,Crime,-35.07758727272727,R,7,>5 & <=7
878,5.6,107.0,Action|Drama|Sci-Fi|Thriller,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,English,USA,Chain Reaction ,20550712.0,PG-13,50000000.0,1996.0,1.85,chain reaction,Action,-58.898576000000006,PG-13,5,>4 & <=5
879,5.8,116.0,Action|Drama|Sport|Thriller,baseball|fan|obsession|salesman|san francisco giants,English,USA,The Fan ,18573791.0,R,55000000.0,1996.0,2.35,the fan,Action,-66.2294709090909,R,5,>4 & <=5
880,7.4,143.0,Drama|Musical|Romance|Thriller,based on stage musical based on novel|disfigurement|mask|opera|singer,English,UK,The Phantom of the Opera ,51225796.0,PG-13,70000000.0,2004.0,2.35,the phantom of the opera,Drama,-26.82029142857143,PG-13,7,>5 & <=7
881,6.9,114.0,Biography|Drama|History|War,court|intrigue|queen|spain|virgin,English,UK,Elizabeth: The Golden Age ,16264475.0,PG-13,55000000.0,2007.0,1.85,elizabeth: the golden age,Biography,-70.42822727272727,PG-13,6,>5 & <=7
882,5.5,93.0,Action|Sci-Fi,based on cult favorite|disease|female hero|female protagonist|future,English,USA,Æon Flux ,25857987.0,PG-13,62000000.0,2005.0,2.35,æon flux,Action,-58.293569354838716,PG-13,5,>4 & <=5
883,6.3,280.0,Drama|History|War,confederacy|hero|prequel|stonewall jackson|war hero,English,USA,Gods and Generals ,12870569.0,PG-13,56000000.0,2003.0,2.35,gods and generals,Drama,-77.01684107142857,PG-13,6,>5 & <=7
884,4.7,100.0,Action|Thriller,airplane|christmas|marshal|pilot|u.s. marshal,English,USA,Turbulence ,11466088.0,R,71000000.0,1997.0,2.35,turbulence,Action,-83.85058028169014,R,4,<4
885,5.6,107.0,Comedy|Drama|Family|Fantasy,blanket|competition|family relationships|feather|sleepover,English,USA,Imagine That ,16088610.0,PG,55000000.0,2009.0,2.35,imagine that,Comedy,-70.74798181818181,PG,5,>4 & <=5
886,6.4,119.0,Adventure|Comedy|Crime|Family|Musical,europe|frog|gulag|prison break|puppet,English,USA,Muppets Most Wanted ,51178893.0,PG,50000000.0,2014.0,1.85,muppets most wanted,Adventure,2.357786,PG,6,>5 & <=7
887,4.2,95.0,Action|Adventure|Comedy|Family|Sci-Fi,astronaut|island|lady penelope|rescue|the hood,English,UK,Thunderbirds ,6768055.0,PG,57000000.0,2004.0,1.85,thunderbirds,Action,-88.12621929824562,PG,4,<4
888,6.4,119.0,Drama|Music|Musical|Romance,burlesque|dancer|iowa|small town girl|stage,English,USA,Burlesque ,39440655.0,PG-13,55000000.0,2010.0,2.35,burlesque,Drama,-28.28971818181818,PG-13,6,>5 & <=7
889,7.7,133.0,Drama|Mystery|Romance|War,court martial|death|girl|no man's land|soldier,French,France,A Very Long Engagement ,6167817.0,R,47000000.0,2004.0,2.35,a very long engagement,Drama,-86.87698510638297,R,7,>5 & <=7
892,6.7,117.0,Action|Horror|Sci-Fi|Thriller,blade the character|cult film|mutation|vampire|warrior,English,USA,Blade II ,81645152.0,R,54000000.0,2002.0,1.85,blade ii,Action,51.19472592592592,R,6,>5 & <=7
893,7.7,123.0,Drama|Romance,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,English,USA,Seven Pounds ,69951824.0,PG-13,55000000.0,2008.0,2.35,seven pounds,Drama,27.18513454545455,PG-13,7,>5 & <=7
894,5.7,92.0,Action|Thriller,bar|bullet|corruption|detective|lawyer,English,USA,Bullet to the Head ,9483821.0,R,55000000.0,2012.0,1.85,bullet to the head,Action,-82.75668909090909,R,5,>4 & <=5
895,7.6,170.0,Crime|Drama,1970s|family relationships|mob hit|opera|repeating history,English,USA,The Godfather: Part III ,66676062.0,R,54000000.0,1990.0,1.85,the godfather: part iii,Crime,23.47418888888889,R,7,>5 & <=7
896,6.4,123.0,Comedy|Drama|Romance,flight|flight attendant|kentucky|shoes|travel,English,USA,Elizabethtown ,26838389.0,PG-13,57000000.0,2005.0,1.85,elizabethtown,Comedy,-52.91510701754386,PG-13,6,>5 & <=7
897,5.6,110.0,Comedy|Romance,best friend|foot fetish|houseguest|newlywed|wedding,English,USA,"You, Me and Dupree ",75604320.0,PG-13,54000000.0,2006.0,1.85,"you, me and dupree",Comedy,40.007999999999996,PG-13,5,>4 & <=5
898,6.8,116.0,Action|Adventure|Romance|Sci-Fi,alien invasion|based on comic book|flying superhero|phantom zone|revenge,English,USA,Superman II ,108200000.0,PG,54000000.0,1980.0,2.35,superman ii,Action,100.37037037037038,PG,6,>5 & <=7
899,2.4,121.0,Comedy|Crime|Romance,gangster|hospital|lesbian|mob|thug,English,USA,Gigli ,5660084.0,R,54000000.0,2003.0,2.35,gigli,Comedy,-89.51836296296295,R,2,<4
900,6.2,128.0,Drama|Thriller,governor|journalist|louisiana|mistress|politician,English,Germany,All the King's Men ,7221458.0,PG-13,55000000.0,2006.0,1.85,all the king's men,Drama,-86.87007636363636,PG-13,6,>5 & <=7
901,5.9,99.0,Action|Crime|Thriller,blaxploitation|detective|drugs|shaft|trial,English,Germany,Shaft ,70327868.0,R,46000000.0,2000.0,2.35,shaft,Action,52.88666956521739,R,5,>4 & <=5
902,7.1,94.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,English,USA,Anastasia ,58297830.0,G,50000000.0,1997.0,2.35,anastasia,Adventure,16.595660000000002,G,7,>5 & <=7
903,7.6,127.0,Drama|Musical|Romance,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,English,USA,Moulin Rouge! ,57386369.0,PG-13,52500000.0,2001.0,2.35,moulin rouge!,Drama,9.307369523809523,PG-13,7,>5 & <=7
904,5.5,89.0,Crime|Mystery|Thriller,amateur detective|boat builder|boy|stepfather|witness,English,USA,Domestic Disturbance ,45207112.0,PG-13,53000000.0,2001.0,2.35,domestic disturbance,Crime,-14.703562264150943,PG-13,5,>4 & <=5
905,7.0,123.0,Biography|Crime|Drama,based on true story|boston massachusetts|fbi agent|gangster|true crime,English,USA,Black Mass ,62563543.0,R,53000000.0,2015.0,2.35,black mass,Biography,18.04442075471698,R,7,>5 & <=7
906,7.1,135.0,Drama|History|War,imperial japan|japan|japanese army|japanese soldier|world war two,English,USA,Flags of Our Fathers ,33574332.0,R,90000000.0,2006.0,2.35,flags of our fathers,Drama,-62.69518666666667,R,7,>5 & <=7
907,7.4,118.0,Crime|Drama|Thriller,attorney|deal|district attorney|investigation|justice,English,USA,Law Abiding Citizen ,73343413.0,R,50000000.0,2009.0,2.35,law abiding citizen,Crime,46.686825999999996,R,7,>5 & <=7
908,7.6,189.0,Action|Horror|Thriller,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,English,USA,Grindhouse ,25031037.0,R,53000000.0,2007.0,2.35,grindhouse,Action,-52.7716283018868,R,7,>5 & <=7
909,5.9,172.0,Drama|History|Horror,farm|freedom|ohio|slavery|spirit,English,USA,Beloved ,22843047.0,R,55000000.0,1998.0,1.85,beloved,Drama,-58.46718727272727,R,5,>4 & <=5
910,5.9,124.0,Drama|Romance|Sport,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,English,USA,Lucky You ,5755286.0,PG-13,55000000.0,2007.0,2.35,lucky you,Drama,-89.53584363636364,PG-13,5,>4 & <=5
911,8.0,141.0,Biography|Crime|Drama,attorney|cat and mouse|fbi|pan am|pilot,English,USA,Catch Me If You Can ,164435221.0,PG-13,52000000.0,2002.0,1.85,catch me if you can,Biography,216.22157884615385,PG-13,8,>7 & <=10
912,7.4,157.0,Drama|History|Thriller,al qaeda|cia|interrogation|lie|navy seal,English,USA,Zero Dark Thirty ,95720716.0,R,40000000.0,2012.0,1.85,zero dark thirty,Drama,139.30179,R,7,>5 & <=7
913,5.8,106.0,Comedy|Drama|Romance,art|break up|football video game|kitchen|talking to one's self in a mirror,English,USA,The Break-Up ,118683135.0,PG-13,52000000.0,2006.0,1.85,the break-up,Comedy,128.23679807692307,PG-13,5,>4 & <=5
914,6.3,108.0,Comedy|Family|Musical|Romance,bride|greece|island|mediterranean|wedding,English,USA,Mamma Mia! ,143704210.0,PG-13,52000000.0,2008.0,2.35,mamma mia!,Comedy,176.35425,PG-13,6,>5 & <=7
915,5.7,125.0,Comedy|Romance,flower|indian restaurant|tv station|valentine|valentine's day,English,USA,Valentine's Day ,110476776.0,PG-13,52000000.0,2010.0,1.85,valentine's day,Comedy,112.45533846153846,PG-13,5,>4 & <=5
916,5.1,107.0,Action|Adventure|Comedy,1969 dodge charger|bikini|farm|misogynist|tow truck,English,USA,The Dukes of Hazzard ,80270227.0,PG-13,50000000.0,2005.0,2.35,the dukes of hazzard,Action,60.540454,PG-13,5,>4 & <=5
917,7.6,215.0,Drama|War,battle|hill|jungle|multiple perspectives|tropical island,English,USA,The Thin Red Line ,36385763.0,R,52000000.0,1998.0,2.35,the thin red line,Drama,-30.027378846153844,R,7,>5 & <=7
918,6.4,118.0,Comedy|Fantasy,best friend|fountain|law firm|lawyer|sex,English,USA,The Change-Up ,37035845.0,R,52000000.0,2011.0,2.35,the change-up,Comedy,-28.777221153846156,R,6,>5 & <=7
919,7.4,118.0,Biography|Comedy|Drama,andy kaufman|comedian|eccentric|wrestler|wrestling,English,UK,Man on the Moon ,34580635.0,R,52000000.0,1999.0,2.35,man on the moon,Biography,-33.49877884615385,R,7,>5 & <=7
920,8.2,178.0,Biography|Crime|Drama,car bomb|card cheat|cash|casino|gambling syndicate,English,USA,Casino ,42438300.0,R,52000000.0,1995.0,2.35,casino,Biography,-18.387884615384614,R,8,>7 & <=10
921,6.5,92.0,Action|Thriller,ambassador|cia|dinner|spy|terrorist,English,France,From Paris with Love ,23324666.0,R,52000000.0,2010.0,2.35,from paris with love,Action,-55.144873076923076,R,6,>5 & <=7
922,5.5,104.0,Action|Comedy|Fantasy,monastery|monk|scroll|tibetan|tibetan monk,English,USA,Bulletproof Monk ,23020488.0,PG-13,52000000.0,2003.0,2.35,bulletproof monk,Action,-55.72983076923077,PG-13,5,>4 & <=5
923,6.5,116.0,Comedy,dissociative identity disorder|limousine|multiple personality|police|rhode island,English,USA,"Me, Myself & Irene ",90567722.0,R,51000000.0,2000.0,1.85,"me, myself & irene",Comedy,77.58376862745098,R,6,>5 & <=7
924,5.6,90.0,Animation|Comedy|Family,cow|farmer|howl|howling at the moon|vegetarian,English,Germany,Barnyard ,72601713.0,PG,51000000.0,2006.0,1.85,barnyard,Animation,42.356300000000005,PG,5,>4 & <=5
926,4.6,130.0,Adventure|Drama|Fantasy|Romance,forks washington|protecting a woman|title same as book|vampire|werewolf,English,USA,The Twilight Saga: New Moon ,296623634.0,PG-13,50000000.0,2009.0,2.35,the twilight saga: new moon,Adventure,493.247268,PG-13,4,<4
927,7.9,90.0,Adventure|Animation|Comedy|Family|Fantasy,donkey|fairy tale|ogre|princess|swamp,English,USA,Shrek ,267652016.0,PG,60000000.0,2001.0,1.85,shrek,Adventure,346.08669333333336,PG,7,>5 & <=7
928,7.1,106.0,Romance|Sci-Fi|Thriller,love at first sight|obscene finger gesture|rain|teleportation|three word title,English,USA,The Adjustment Bureau ,62453315.0,PG-13,50200000.0,2011.0,1.85,the adjustment bureau,Romance,24.40899402390438,PG-13,7,>5 & <=7
929,6.9,155.0,Action|Adventure|Drama|Romance,balladeer|crusades|england|king|modern minstrel,English,USA,Robin Hood: Prince of Thieves ,165500000.0,PG-13,48000000.0,1991.0,1.85,robin hood: prince of thieves,Action,244.79166666666666,PG-13,6,>5 & <=7
930,7.3,139.0,Comedy|Drama|Romance|Sport,agent|career|client|fiance|sports agent,English,USA,Jerry Maguire ,153620822.0,R,50000000.0,1996.0,1.85,jerry maguire,Comedy,207.241644,R,7,>5 & <=7
931,7.0,112.0,Comedy|Fantasy,2010s|car accident|sex scene|teddy bear|testicle,English,USA,Ted ,218628680.0,R,50000000.0,2012.0,1.85,ted,Comedy,337.25736,R,7,>5 & <=7
932,7.7,139.0,Comedy|Drama|Romance,dog|friendship|neighbor|unlikely friendship|writer,English,USA,As Good as It Gets ,147637474.0,PG-13,50000000.0,1997.0,1.85,as good as it gets,Comedy,195.274948,PG-13,7,>5 & <=7
933,6.7,115.0,Biography|Comedy|Drama|Romance,doctor|hospital|mental institution|nurse|student,English,USA,Patch Adams ,135014968.0,PG-13,50000000.0,1998.0,2.35,patch adams,Biography,170.029936,PG-13,6,>5 & <=7
934,6.3,143.0,Comedy,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,English,USA,Anchorman 2: The Legend Continues ,2175312.0,PG-13,50000000.0,2013.0,2.35,anchorman 2: the legend continues,Comedy,-95.649376,PG-13,6,>5 & <=7
935,5.8,96.0,Comedy|Romance,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,English,USA,Mr. Deeds ,126203320.0,PG-13,50000000.0,2002.0,1.85,mr. deeds,Comedy,152.40663999999998,PG-13,5,>4 & <=5
936,7.1,112.0,Mystery|Sci-Fi|Thriller,deputy|group of friends|time|train|train crash,English,USA,Super 8 ,126975169.0,PG-13,50000000.0,2011.0,2.35,super 8,Mystery,153.950338,PG-13,7,>5 & <=7
937,7.3,131.0,Biography|Drama,contamination|corporate crime|environmental issue|female protagonist|working single mother,English,USA,Erin Brockovich ,125548685.0,R,52000000.0,2000.0,1.85,erin brockovich,Biography,141.43977884615384,R,7,>5 & <=7
938,6.4,116.0,Comedy|Romance,advertising executive|diamond|magazine|party|wager,English,USA,How to Lose a Guy in 10 Days ,105807520.0,PG-13,50000000.0,2003.0,1.85,how to lose a guy in 10 days,Comedy,111.61504,PG-13,6,>5 & <=7
939,7.1,112.0,Action|Comedy|Crime,college|drugs|hidden camera|tattoo|undercover,English,USA,22 Jump Street ,191616238.0,R,50000000.0,2014.0,2.35,22 jump street,Action,283.232476,R,7,>5 & <=7
940,7.6,123.0,Drama|Fantasy|Horror,betrayal|dangerous friend|gothic|monster as victim|vampire,English,USA,Interview with the Vampire: The Vampire Chronicles ,105264608.0,R,60000000.0,1994.0,1.85,interview with the vampire: the vampire chronicles,Drama,75.44101333333333,R,7,>5 & <=7
941,6.8,104.0,Comedy|Romance,best friend|dvd|girlfriend|loan|self help,English,USA,Yes Man ,97680195.0,PG-13,70000000.0,2008.0,2.35,yes man,Comedy,39.54313571428572,PG-13,6,>5 & <=7
942,6.6,107.0,Action|Comedy|Crime,accountant|blooper|espionage|facebook|high school reunion,English,USA,Central Intelligence ,126088877.0,PG-13,50000000.0,2016.0,2.35,central intelligence,Action,152.177754,PG-13,6,>5 & <=7
943,6.7,124.0,Comedy|Drama,attorney|cancer|custody|fashion photographer|photographer,English,USA,Stepmom ,91030827.0,PG-13,50000000.0,1998.0,2.35,stepmom,Comedy,82.06165399999999,PG-13,6,>5 & <=7
944,6.1,96.0,Comedy|Family,biological father|dad|drinking|product placement|wilhelm scream,English,USA,Daddy's Home ,150315155.0,PG-13,50000000.0,2015.0,1.85,daddy's home,Comedy,200.63030999999998,PG-13,6,>5 & <=7
945,6.0,125.0,Adventure|Comedy|Drama|Fantasy|Musical,based on stage musical|cinderella|little red riding hood|singing|witch,English,USA,Into the Woods ,127997349.0,PG,50000000.0,2014.0,2.39,into the woods,Adventure,155.994698,PG,6,>5 & <=7
946,7.6,129.0,Crime|Drama|Mystery|Thriller,bank|detective|negotiation|police|robber,English,USA,Inside Man ,88504640.0,R,45000000.0,2006.0,2.35,inside man,Crime,96.67697777777778,R,7,>5 & <=7
947,7.1,90.0,Action|Crime|Drama|Thriller,anti hero|criminal|greed|prostitute|tough guy,English,USA,Payback ,81517441.0,R,50000000.0,1999.0,2.35,payback,Action,63.034882,R,7,>5 & <=7
948,5.0,109.0,Action|Adventure|Mystery|Sci-Fi,captain|congo|expedition|laser|lost city,English,USA,Congo ,81022333.0,PG-13,50000000.0,1995.0,1.85,congo,Action,62.04466600000001,PG-13,5,>4 & <=5
950,6.2,121.0,Drama|Mystery|Sci-Fi|Thriller,disaster|end of the world|number|student|time capsule,English,USA,Knowing ,79948113.0,PG-13,50000000.0,2009.0,2.35,knowing,Drama,59.896226,PG-13,6,>5 & <=7
951,5.6,95.0,Comedy|Romance,friend|intervention|moving|secret|slacker,English,USA,Failure to Launch ,88658172.0,PG-13,50000000.0,2006.0,2.35,failure to launch,Comedy,77.316344,PG-13,5,>4 & <=5
953,7.4,118.0,Comedy|Drama|Romance,bar|divorce|friend|girl|male objectification,English,USA,"Crazy, Stupid, Love. ",84244877.0,PG-13,50000000.0,2011.0,2.39,"crazy, stupid, love.",Comedy,68.489754,PG-13,7,>5 & <=7
954,5.0,80.0,Animation|Comedy|Family|Fantasy,cat|dog|first part|lasagna|veterinarian,English,USA,Garfield ,75367693.0,PG,35000000.0,2004.0,1.85,garfield,Animation,115.33626571428573,PG,5,>4 & <=5
955,5.2,99.0,Comedy|Family,act of kindness|christmas|christmas eve|neighbor|vacation,English,USA,Christmas with the Kranks ,73701902.0,PG,60000000.0,2004.0,2.35,christmas with the kranks,Comedy,22.836503333333333,PG,5,>4 & <=5
956,7.6,133.0,Biography|Drama|Sport,baseball|meeting|statistics|strategy|voice over,English,USA,Moneyball ,75605492.0,PG-13,50000000.0,2011.0,1.85,moneyball,Biography,51.210984,PG-13,7,>5 & <=7
957,6.6,127.0,Action|Drama|Thriller,disease|epidemic|monkey|quarantine|virus,English,USA,Outbreak ,67823573.0,R,50000000.0,1995.0,1.85,outbreak,Action,35.647146,R,6,>5 & <=7
958,7.0,106.0,Action|Mystery|Thriller,air marshal|death|passenger|terrorist|transatlantic flight,English,UK,Non-Stop ,91439400.0,PG-13,50000000.0,2014.0,2.35,non-stop,Action,82.8788,PG-13,7,>5 & <=7
959,5.7,98.0,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,alien|military|mountain|spacecraft|ufo,English,USA,Race to Witch Mountain ,67128202.0,PG,65000000.0,2009.0,2.35,race to witch mountain,Action,3.274156923076923,PG,5,>4 & <=5
960,8.2,132.0,Action|Drama|Thriller,dystopia|freedom|government|revolution|terrorist,English,USA,V for Vendetta ,70496802.0,R,54000000.0,2005.0,2.35,v for vendetta,Action,30.549633333333333,R,8,>7 & <=10
961,6.2,114.0,Action|Adventure|Comedy,1880s|arrow|imperial seal|murder|revenge,English,USA,Shanghai Knights ,60470220.0,PG-13,50000000.0,2003.0,2.35,shanghai knights,Action,20.94044,PG-13,6,>5 & <=7
963,6.6,78.0,Adventure|Animation|Comedy|Family,hat|monkey|museum|shrine|yellow,English,USA,Curious George ,58336565.0,G,50000000.0,2006.0,1.85,curious george,Adventure,16.67313,G,6,>5 & <=7
964,4.7,101.0,Adventure|Comedy|Family|Fantasy|Romance|Sport,automobile racing|car|mechanic|nascar|street racing,English,USA,Herbie Fully Loaded ,66002004.0,G,50000000.0,2005.0,1.85,herbie fully loaded,Adventure,32.004008,G,4,<4
965,6.3,113.0,Crime|Drama|Mystery|Thriller,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,English,USA,Don't Say a Word ,54997476.0,R,50000000.0,2001.0,2.35,don't say a word,Crime,9.994952,R,6,>5 & <=7
